Zip/ZCTA,2010 Population,Land-Sq-Mi,Density Per Sq Mile
93208,104,58.956,1.76402741
67732,543,308.696,1.759012103
79528,619,352.169,1.757678842
59213,772,440.16,1.75390767
95429,70,39.965,1.751532591
67738,520,297.187,1.749740063
57337,140,80.23,1.744983173
83320,1006,578.137,1.74007199
73944,388,223.448,1.736421897
80815,911,525.596,1.733270421
79059,837,484.462,1.727689685
86343,177,102.556,1.725886345
84023,266,154.187,1.725177868
69046,194,112.65,1.722148247
99688,2759,1602.331,1.721866456
88426,1212,704.245,1.720991984
58535,571,332.21,1.71879233
83632,214,124.707,1.716022356
80611,659,384.612,1.713415078
67650,258,150.926,1.709447014
66963,135,79.023,1.708363388
56669,375,219.511,1.708342634
67645,546,320.016,1.706164692
59003,1160,681.539,1.702030258
79243,90,52.956,1.699524133
88263,175,103.026,1.698600353
79843,2503,1473.614,1.698545209
97413,915,539.164,1.697071763
97857,457,269.471,1.69591533
58560,161,94.938,1.695843603
96046,304,179.368,1.694839659
76869,125,73.807,1.693606298
69170,372,219.817,1.692316791
82052,23,13.618,1.688941107
68714,1224,724.924,1.688452859
96112,214,126.746,1.688416202
69133,386,228.737,1.687527597
83542,129,76.601,1.684051122
59721,433,257.38,1.6823374
86020,1941,1155.268,1.680129632
57559,638,379.94,1.679212507
93541,449,267.721,1.67711909
59523,2287,1363.67,1.677091965
58760,254,151.521,1.676335293
63045,3,1.79,1.675977654
67021,65,38.813,1.674696622
95568,136,81.252,1.673804952
76483,1063,635.777,1.671969889
79777,170,101.726,1.67115585
58486,262,156.825,1.670652001
69144,202,120.934,1.670332578
99695,7,4.193,1.669449082
80101,392,234.839,1.669228706
58463,651,390.202,1.668366641
69168,271,162.441,1.668298028
76820,125,75.021,1.666200131
59728,343,206.011,1.664959638
58424,301,180.792,1.664896677
81041,760,458.584,1.657275439
99160,149,89.975,1.65601556
58542,324,195.859,1.654251273
84530,460,278.093,1.654122901
69134,364,220.12,1.653643467
58317,226,136.717,1.65304973
58744,143,86.526,1.652682431
79734,2137,1293.754,1.651782333
81020,954,579.934,1.645014778
58544,551,334.983,1.64485959
58418,353,214.652,1.644522297
59433,594,361.689,1.6422949
82215,132,80.487,1.6400164
79227,1406,857.341,1.639954231
59223,364,222.135,1.638643167
80649,299,182.59,1.637548606
59743,134,81.877,1.636601243
57656,723,441.832,1.636368574
58771,453,276.923,1.635833788
69147,737,450.608,1.635567944
67513,93,56.88,1.635021097
58636,706,432.27,1.633238485
66850,228,139.656,1.632582918
58057,147,90.055,1.632335795
73933,1697,1040.339,1.631199061
58794,159,97.476,1.63117075
79540,89,54.563,1.631141983
58017,313,191.972,1.630446107
89510,1685,1034.247,1.629204629
69348,1503,923.215,1.628006477
73851,80,49.152,1.627604167
57420,75,46.215,1.622849724
72839,242,149.255,1.621386218
49748,170,104.927,1.620174026
76953,74,45.675,1.62014231
82932,836,516.038,1.620035734
68972,209,129.039,1.619665372
4497,389,240.307,1.618762666
97732,139,85.873,1.61866943
55771,1680,1044.9,1.60780936
5907,177,110.159,1.606768398
59454,201,125.149,1.606085546
57381,490,305.245,1.6052679
82059,135,84.129,1.604678529
58353,140,87.347,1.602802615
67879,1247,778.45,1.601901214
67023,230,143.593,1.601749389
98832,320,199.93,1.600560196
67629,143,89.366,1.600161135
69029,316,197.671,1.598615882
86038,77,48.304,1.594070884
79505,296,185.715,1.593840024
67635,169,106.067,1.593332516
80833,754,473.528,1.592302884
76939,51,32.055,1.591015442
76845,178,111.968,1.589739926
96014,211,132.729,1.589705339
59434,463,291.491,1.588385233
83414,544,342.66,1.587579525
58626,262,165.163,1.586311704
87419,464,292.66,1.585457528
58735,314,198.086,1.585170078
57529,395,249.214,1.584983187
87070,42,26.585,1.579838255
88301,1386,879.318,1.576221572
78338,37,23.489,1.575205415
98288,333,211.54,1.57417037
68622,275,175.27,1.569007817
84316,254,162.099,1.566943658
59480,383,244.461,1.566712073
67626,145,92.567,1.566432962
81076,418,267.205,1.564341985
89049,2727,1744.969,1.562778479
89420,48,30.745,1.561229468
57467,293,187.769,1.560427973
57379,84,53.874,1.559193674
96071,125,80.17,1.559186728
97037,849,544.811,1.55833858
92239,223,143.363,1.555492003
72367,108,69.587,1.552014026
59927,368,237.549,1.549154069
76862,198,127.856,1.548617194
78885,120,77.573,1.546929989
58765,248,160.33,1.546809705
96091,699,452.222,1.545701005
95140,191,123.611,1.545169928
81239,79,51.176,1.543692356
67452,201,130.569,1.539415941
79056,63,40.938,1.538912502
81090,981,637.662,1.538432587
59469,157,102.07,1.538160086
98267,534,347.498,1.536699492
97859,123,80.138,1.53485238
80449,909,593.332,1.532025915
99676,1546,1009.457,1.531516449
59731,209,136.926,1.526371909
99371,311,203.777,1.526178126
97874,349,229.204,1.522661036
56639,459,301.906,1.520340768
58339,47,30.922,1.519953431
98068,403,265.516,1.517799304
66843,205,135.072,1.517709074
4637,136,89.614,1.517620015
59086,727,479.308,1.51677001
58332,320,211.02,1.516443939
97823,948,626.018,1.514333454
99827,2602,1718.974,1.513693634
69037,115,75.991,1.513337106
20701,2,1.324,1.510574018
82225,2067,1372.395,1.506126152
79852,799,531.973,1.501955926
67658,120,79.922,1.501463927
67631,249,165.931,1.500623753
80434,43,28.663,1.500191885
67628,78,52.016,1.499538604
67743,158,105.461,1.498184163
72338,43,28.715,1.497475187
57790,1111,742.311,1.496677269
87749,75,50.112,1.49664751
67061,171,114.321,1.495788175
85545,583,390.508,1.492927162
98224,294,197.09,1.491704298
84719,90,60.426,1.489425082
79018,548,368.172,1.488434753
82838,268,180.11,1.487979568
58529,660,443.586,1.487873828
4408,176,118.358,1.487013975
69032,498,335.011,1.486518353
81235,802,539.759,1.485848314
85328,259,174.357,1.485457997
12922,65,43.968,1.478347889
67143,58,39.275,1.476766391
80755,163,110.664,1.472927058
76943,3693,2509.515,1.471599094
67057,241,163.821,1.471117866
58454,360,244.956,1.469651693
67643,195,132.738,1.46905935
99136,29,19.754,1.468057102
87753,254,173.372,1.465057795
83238,109,74.571,1.461694224
85325,1212,830.385,1.459563937
82720,955,654.79,1.458482872
96115,145,99.586,1.456027956
17729,159,109.21,1.455910631
83549,908,624.197,1.454668959
58426,200,137.489,1.454661827
76831,63,43.347,1.453387778
83874,64,44.098,1.451312985
58755,129,88.936,1.450481245
49967,492,339.504,1.449172911
69125,346,238.792,1.448959764
96050,414,285.744,1.44884932
58361,190,131.247,1.447652137
78563,376,259.849,1.446994216
58520,264,182.461,1.44688454
58847,283,195.635,1.446571421
57735,1327,917.627,1.446121354
57646,199,137.618,1.446031769
99135,255,176.346,1.446020891
78828,258,178.509,1.445305279
82244,478,331.351,1.442579017
89424,341,236.749,1.440343993
57567,1406,976.33,1.440086856
54517,112,77.776,1.440032915
58845,371,257.678,1.439781433
82638,17,11.836,1.436296046
81610,446,310.639,1.435750179
58377,334,233.265,1.431847898
85942,80,55.911,1.430845451
67653,298,208.316,1.430519019
73947,472,330.236,1.429280878
89418,388,271.644,1.428340033
58831,472,331.277,1.424789527
79537,111,77.919,1.42455627
76951,1143,802.482,1.424331013
58562,415,291.734,1.422528742
12855,259,182.181,1.421663071
83645,636,447.683,1.420648093
76852,212,149.813,1.415097488
56688,157,111.201,1.411857807
58570,397,281.424,1.410682813
83124,137,97.121,1.410611505
58451,185,131.152,1.41057704
57541,167,118.546,1.408735849
83115,830,589.222,1.408637152
55603,508,360.873,1.407697445
82212,474,336.899,1.406949857
88267,1349,959.286,1.406254235
57452,278,198.293,1.401965778
88436,185,132,1.401515152
57725,162,115.599,1.401396206
58384,549,391.847,1.401057045
87824,194,138.665,1.399055277
57620,515,368.178,1.398779938
4454,69,49.441,1.39560284
84755,112,80.29,1.39494333
97877,283,203.141,1.393121034
58229,114,81.899,1.391958388
59631,237,170.334,1.391383987
59327,2945,2116.956,1.391148423
58792,227,163.387,1.389339421
56724,159,114.797,1.385053616
80735,405,292.875,1.38284251
84535,2601,1881.465,1.38243337
85927,176,127.765,1.377529057
88124,1165,846.652,1.376008088
88339,618,449.413,1.37512711
57475,160,116.389,1.374700358
79741,288,209.715,1.373292325
12847,605,440.592,1.373152486
79743,339,247.085,1.371997491
58835,313,228.252,1.37129138
59528,208,151.934,1.369015494
72048,114,83.295,1.36862957
58559,218,159.291,1.368564451
58013,101,74.083,1.363335718
58653,556,407.919,1.363015697
99153,467,343.181,1.360797946
69039,139,102.61,1.354643797
78385,277,204.636,1.353623018
97626,88,65.165,1.350418169
95494,139,102.943,1.350261795
58260,173,128.135,1.350138526
67659,154,114.12,1.349456712
69163,873,648.248,1.346706816
4945,1242,923.238,1.345265251
59547,38,28.264,1.344466459
87575,789,587.352,1.343317125
88113,103,76.974,1.338114168
56660,240,180.237,1.331580086
86024,703,527.98,1.331489829
26268,82,61.834,1.326131255
58338,105,79.199,1.325774315
58464,242,182.906,1.323083988
57623,1042,788.028,1.322288041
58422,195,147.793,1.319412963
4925,75,56.851,1.319238008
55602,177,134.199,1.318936803
67744,185,140.294,1.318659387
59069,461,349.824,1.317805525
57346,68,51.633,1.316987198
96086,338,256.742,1.316496717
67762,288,218.902,1.315657235
58783,346,263.16,1.314789482
89821,482,366.741,1.314279014
82325,878,668.268,1.313844146
58532,297,226.255,1.312678173
87554,61,46.483,1.312307725
83602,24,18.3,1.31147541
58321,161,123.159,1.307253226
57584,125,95.63,1.307121196
87729,126,96.512,1.305537135
84035,748,572.967,1.305485307
85357,761,583.941,1.303213852
58363,83,63.693,1.303125932
58712,155,119.071,1.301744337
79535,183,140.907,1.298728949
95720,157,121.08,1.296663363
99674,1444,1114.753,1.295354217
59713,213,164.494,1.294880056
59248,762,588.749,1.294269714
56654,153,118.234,1.294044014
58787,136,105.106,1.29393184
58713,35,27.082,1.292371317
57544,419,324.298,1.292021536
95552,697,539.722,1.291405575
80821,1093,847.782,1.289246528
82938,227,176.306,1.287534174
76848,78,60.742,1.284119719
58460,230,179.146,1.283869023
93519,101,78.741,1.282686275
79855,2336,1821.869,1.282199763
58779,367,286.363,1.28159015
58734,241,188.161,1.280818023
67656,156,121.846,1.280304647
32830,26,20.315,1.279842481
81036,962,751.95,1.279340382
57477,117,91.536,1.278185632
83812,66,51.703,1.276521672
59479,826,648.409,1.273887315
99144,43,33.908,1.268137313
99686,4005,3158.999,1.267806669
59452,525,414.179,1.267567887
57536,469,370.056,1.267375749
67747,158,124.811,1.265914062
59424,87,68.764,1.265196905
58343,81,64.063,1.264380376
59226,410,324.9,1.261926747
89045,1505,1195.347,1.259048628
99780,1535,1221.274,1.256884205
76824,35,27.857,1.2564167
58650,393,313.091,1.255226116
70091,278,221.561,1.254733459
67028,225,179.493,1.253530778
97830,748,599.526,1.247652312
59916,130,104.397,1.245246511
99401,273,219.754,1.242298206
4442,93,74.895,1.241738434
58748,148,119.311,1.240455616
96117,405,326.684,1.239730137
69367,259,209.095,1.238671417
57569,445,359.572,1.237582459
12139,295,239.085,1.233870799
80822,260,211.625,1.228588305
87734,181,147.393,1.228009471
58382,163,132.928,1.226227732
59450,467,381.233,1.224972655
76873,55,44.934,1.224017448
82513,1879,1537.509,1.222106667
66862,116,94.952,1.221669896
99140,475,389.064,1.220878827
67745,322,263.784,1.220695721
86432,3933,3222.213,1.2205897
59212,373,305.654,1.220334103
68879,417,343.121,1.215314714
69220,59,48.56,1.214991763
59462,168,138.751,1.210802084
87830,999,827.127,1.207795175
68778,572,474.482,1.205525183
99146,56,46.503,1.204223383
92259,390,324.113,1.20328404
68759,295,245.489,1.201683171
88025,256,213.429,1.199462116
95679,55,45.902,1.198204871
58430,112,93.486,1.198040348
79783,201,167.949,1.196791883
59465,52,43.519,1.194880397
99833,3202,2683.02,1.193431283
84018,179,150.053,1.192911838
58331,122,102.285,1.192745759
93633,25,20.963,1.192577398
67862,302,253.249,1.192502241
59826,521,437.026,1.192148751
58649,307,257.557,1.191969156
82217,107,90.16,1.186779059
80818,343,289.118,1.186366812
72328,64,54.072,1.183607042
59538,3037,2568.034,1.182616741
57371,234,197.912,1.182343668
97029,285,242.758,1.174008684
99356,294,250.651,1.17294565
59211,125,106.605,1.172552882
96017,171,146.105,1.170391157
87577,454,387.931,1.170311215
17778,102,87.303,1.16834473
99737,5011,4292.598,1.167358322
99345,213,182.696,1.165871174
84716,297,254.944,1.164961717
77973,50,43.392,1.152286136
58568,535,464.417,1.151981947
58345,158,137.203,1.151578318
59525,384,334.402,1.148318491
79848,927,807.456,1.148050172
58723,236,205.888,1.146254274
59353,1017,889.245,1.143666818
82523,868,759,1.143610013
59419,96,84.004,1.142802724
83251,1097,960.758,1.141806782
96085,85,74.638,1.138830087
57760,1353,1189.145,1.137792279
80830,254,223.328,1.137340593
57738,170,149.686,1.135710755
58386,134,118.1,1.134631668
92389,156,137.719,1.132741307
73842,494,436.222,1.132450908
93517,670,593.187,1.129492049
87825,2999,2663.127,1.126119783
80463,136,120.954,1.124394398
58769,229,203.759,1.123876737
58476,271,241.279,1.123181048
83226,2504,2232.782,1.121470883
88038,431,384.532,1.120842999
58727,279,248.962,1.120652951
58641,79,70.531,1.120074861
88119,1932,1724.914,1.12005584
58488,258,230.452,1.119538993
58477,148,132.38,1.117993655
58549,214,191.912,1.115094418
69142,137,123.075,1.113142393
83657,174,156.4,1.112531969
83312,143,128.877,1.109585108
96110,166,149.658,1.109195633
83012,180,162.295,1.109091469
84762,248,223.818,1.108043142
82442,732,660.944,1.107506839
80834,318,287.195,1.107261617
89311,235,212.636,1.105175041
82324,268,243.171,1.102105103
73659,160,145.307,1.101116946
86437,76,69.043,1.100763292
82944,216,196.545,1.098984965
58484,65,59.244,1.097157518
98830,494,450.581,1.096362252
26282,60,54.802,1.094850553
59733,198,181.474,1.091065387
85333,790,724.471,1.090450825
84525,1183,1086.643,1.088674017
99154,20,18.428,1.085304971
75556,26,24.023,1.082296133
99929,2338,2161.61,1.081601214
83611,2453,2270.043,1.080596271
84743,34,31.474,1.08025672
87750,11,10.187,1.079807598
86003,23,21.363,1.076627814
87581,141,130.988,1.076434483
67584,269,250.062,1.075733218
83243,80,74.59,1.07252983
57750,295,275.17,1.072064542
76836,41,38.262,1.071559249
58065,22,20.533,1.071445965
95595,262,244.806,1.070235207
97638,507,474.16,1.069259322
59444,355,332.614,1.06730324
82213,513,481.041,1.066437164
73553,46,43.169,1.065579467
80423,169,158.642,1.065291663
86445,311,292.682,1.062586698
79239,211,198.926,1.060695937
58475,150,141.475,1.060257996
59531,241,227.66,1.058596152
87064,161,152.497,1.055758474
59467,259,245.746,1.053933736
59071,104,98.829,1.052322699
99575,105,99.813,1.051967179
83342,1298,1235.215,1.050829208
83468,170,162.315,1.04734621
73638,142,135.984,1.044240499
59261,520,498.542,1.043041509
86337,1267,1215.12,1.042695372
70643,352,338.344,1.040361289
88034,96,92.286,1.040244457
79326,40,38.458,1.040095689
57520,153,147.243,1.039098633
93522,48,46.204,1.038871093
69345,455,438.425,1.037805782
58444,192,185.05,1.037557417
59451,241,232.471,1.036688447
4490,273,263.993,1.034118329
81040,536,518.504,1.033743231
97848,195,189.317,1.030018435
84063,334,324.304,1.029897874
58494,350,339.968,1.02950866
76888,110,106.876,1.029230136
59440,175,170.383,1.027097774
82210,399,388.542,1.026916009
89438,48,46.756,1.026606211
58365,304,296.422,1.025564904
93549,344,335.483,1.025387277
83327,970,946.945,1.024346715
79220,197,192.335,1.024254556
58439,148,144.523,1.024058454
58737,140,136.73,1.023915746
97909,51,49.819,1.023705815
85554,778,760.034,1.023638416
87820,161,157.432,1.022663753
80468,391,383.85,1.018627068
80861,255,250.901,1.016337121
87518,91,89.607,1.01554566
59061,272,269.039,1.011005839
4686,114,113.225,1.006844778
97750,386,383.554,1.006377199
4764,66,65.641,1.005469143
99684,688,685.235,1.004035112
81149,838,834.949,1.003654115
88118,180,179.479,1.002902847
85632,835,834.455,1.000653121
84336,281,281.245,0.999128873
59075,289,290.048,0.996386805
69041,161,161.858,0.994699057
36727,61,61.388,0.993679546
80801,154,155.08,0.993035852
59420,243,244.71,0.993012137
58281,124,124.922,0.992619395
58372,106,106.859,0.99196137
87063,323,326.164,0.990299359
57534,183,184.972,0.989338927
73937,173,175.206,0.987409107
84712,201,203.604,0.987210467
88434,369,374.429,0.985500589
78880,1682,1708.123,0.984706605
97825,244,248.119,0.983399095
58778,133,135.487,0.981643995
87328,185,188.518,0.981338652
69030,324,330.672,0.979822906
59645,1635,1669.327,0.979436623
98827,312,318.607,0.979262854
58795,198,202.378,0.978367214
80804,327,334.985,0.976163112
76874,68,69.72,0.975329891
57473,161,165.52,0.972692122
99733,104,106.939,0.972517042
93554,72,74.076,0.971974729
59416,337,347.209,0.97059696
88132,199,205.195,0.969809206
59012,249,257.976,0.965206066
59032,408,422.81,0.964972446
87939,125,129.697,0.963784822
87512,199,206.701,0.962743286
