ZIP,INCOME
41174,30469
41175,42849
41179,25916
41180,23508
41181,38267
41183,46296
41189,33457
41201,30833
41203,23724
41204,41875
41214,24457
41216,50879
41219,36250
41222,34224
41224,29902
41226,31250
41230,33198
41231,27898
41232,32072
41234,60125
41238,43125
41240,35792
41250,35052
41254,
41255,35188
41256,37008
41257,23173
41260,25179
41262,50234
41263,21302
41264,46563
41265,36481
41267,25750
41268,22639
41271,
41274,
41301,22682
41310,26117
41311,20793
41314,24419
41317,26786
41332,28869
41339,26117
41347,20793
41348,16505
41351,24419
41352,34716
41360,
41364,24419
41365,
41366,
41367,
41368,20793
41385,36838
41386,24419
41390,
41397,
41408,19079
41413,31328
41421,31767
41425,34038
41426,30071
41451,31328
41464,19427
41465,30071
41472,31328
41477,31328
41501,35054
41502,35054
41503,30208
41512,24620
41513,
41514,26717
41517,38971
41519,41016
41520,30563
41522,30500
41524,
41526,
41527,50950
41528,
41531,30929
41534,21250
41535,45966
41537,30563
41538,56932
41539,40556
41540,
41542,30500
41543,17000
41544,34531
41547,31228
41548,28542
41549,30563
41553,28860
41554,31806
41555,30727
41557,37132
41558,35281
41559,
41560,
41561,30500
41562,36375
41563,27031
41564,34750
41566,
41567,31083
41568,17131
41571,44306
41572,38092
41601,
41602,35667
41603,56875
41604,28041
41605,
41606,25368
41607,30909
41612,53333
41615,
41616,
41619,35000
41621,25288
41622,
41630,18956
41631,35857
41632,32589
41635,26758
41636,34917
41640,31410
41642,16733
41643,68906
41645,33294
41647,33750
41649,22661
41650,22868
41651,33750
41653,31717
41655,
41659,30104
41660,35540
41663,
41666,34489
41667,35676
41669,21979
41701,36460
41702,36460
41712,
41713,
41714,
41719,20000
41721,31033
41722,36300
41723,14980
41725,16607
41727,
41729,
41731,24156
41735,28542
41736,36460
41739,
41740,50556
41743,36460
41745,27443
41746,34750
41749,23837
41751,
41754,50667
41759,29625
41760,
41762,
41763,26458
41764,33750
41766,
41772,40333
41773,20361
41774,30586
41775,
41776,30000
41777,21250
41778,14980
41804,36833
41810,54375
41812,21103
41815,
41817,62721
41819,14063
41821,
41822,22283
41824,20125
41825,26597
41826,33946
41828,26435
41831,33828
41832,40667
41833,29980
41834,30491
41835,35385
41836,40000
41837,31488
41838,31250
41839,22802
41840,21786
41843,
41844,31534
41845,15966
41847,39306
41848,
41849,
41855,45586
41858,27356
41859,19138
41861,
41862,33603
42001,43415
42002,38211
42003,38211
42020,60192
42021,38138
42022,
42023,47702
42024,47308
42025,46130
42027,46194
42028,51791
42029,51042
42031,34327
42032,43125
42033,37592
42035,38359
42036,63315
42037,40526
42038,46097
42039,56250
42040,55921
42041,29514
42044,51337
42045,49038
42047,61513
42048,31431
42049,42429
42050,22441
42051,40560
42053,50607
42054,71250
42055,54148
42056,43396
42058,54875
42060,
42061,
42063,46964
42064,37592
42066,38511
42069,48393
42070,38138
42071,33783
42076,33750
42078,31389
42079,46964
42081,31419
42082,65368
42083,48370
42085,40919
42086,62463
42087,40720
42088,44438
42101,37856
42102,
42103,60268
42104,51602
42120,36736
42122,76029
42123,32500
42124,
42127,41502
42128,51602
42129,31903
42130,41000
42131,38373
42133,48879
42134,42242
42135,42242
42140,35658
42141,38373
42142,38373
42151,
42152,38373
42153,50000
42154,42772
42156,68500
42157,40556
42159,49375
42160,55313
42163,
42164,42108
42166,35662
42167,32684
42170,47500
42171,50639
42201,38348
42202,39087
42204,41146
42206,52015
42207,45655
42210,30296
42211,45140
42214,60096
42215,43188
42216,40853
42217,45938
42219,38348
42220,40853
42221,43542
42223,42631
42232,68802
42234,37256
42236,45027
42240,38561
42241,38561
42252,33333
42254,57500
42256,42125
42259,45590
42261,38348
42262,39924
42265,30667
42266,43542
42273,47381
42274,50583
42275,33333
42276,36748
42280,18606
42285,46403
42286,54861
42288,38348
42301,43497
42302,45628
42303,45628
42304,43497
42320,39421
42321,
42322,
42323,40833
42324,38421
42325,38833
42326,60139
42327,53365
42328,38468
42330,41417
42332,
42333,
42334,43497
42337,39966
42338,
42339,39464
42343,26875
42344,37682
42345,41540
42347,41358
42348,51875
42349,32386
42350,49609
42351,52682
42352,39020
42354,44375
42355,61950
42356,
42361,47679
42364,51875
42366,64238
42367,35833
42368,48594
42369,32500
42370,
42371,31875
42372,39655
42374,86838
42376,53393
42377,43497
42378,55430
42402,40537
42404,40000
42406,52192
42408,33491
42409,46833
42410,37941
42411,48750
42413,61538
42419,40537
42420,40537
42431,43499
42436,58315
42437,41938
42440,27067
42441,43450
42442,38194
42444,39858
42445,44125
42450,32463
42451,20649
42452,52292
42453,34706
42455,39858
42456,34810
42457,40537
42458,66286
42459,39417
42460,39417
42461,28684
42462,57833
42463,22500
42464,42193
42501,26611
42502,26611
42503,42586
42516,
42518,36518
42519,23696
42528,34615
42533,42632
42539,33654
42541,34135
42544,37129
42553,40820
42558,40820
42564,42586
42565,
42566,
42567,31277
42602,30063
42603,
42629,31708
42631,
42633,29388
42634,28646
42635,21013
42638,
42642,31091
42647,18801
42649,20132
42653,14780
42701,52982
42702,52982
42712,40774
42713,38371
42715,32708
42716,52614
42717,33313
42718,32938
42719,32938
42720,35022
42721,39698
42722,46985
42724,58654
42726,37765
42728,35022
42729,37604
42732,42674
42733,36250
42740,70550
42741,
42742,35022
42743,36378
42746,37037
42748,36940
42749,32500
42753,33750
42754,32400
42755,32400
42757,48777
42758,
42759,33313
42762,58053
42764,37717
42765,31691
42776,41540
42782,40278
42784,36000
42788,95417
43001,72941
43002,79060
43003,50741
43004,70319
43005,42045
43006,51346
43007,75833
43008,39961
43009,78571
43010,45000
43011,68902
43013,63333
43014,46054
43015,65688
43016,88284
43017,98584
43018,77297
43019,50655
43021,120043
43022,70671
43023,99148
43025,62987
43026,80297
43027,57044
43028,56530
43029,52798
43030,
43031,71593
43032,
43033,50104
43035,108948
43036,37250
43037,40982
43040,66580
43041,66580
43044,62344
43045,71806
43046,64628
43047,78571
43048,68902
43050,43416
43054,112333
43055,42724
43056,49181
43058,42724
43060,61500
43061,77829
43062,77297
43064,78327
43065,116187
43066,63456
43067,75833
43068,57505
43069,57505
43070,66406
43071,52500
43072,62238
43073,77297
43074,78371
43076,56199
43077,46964
43078,45462
43080,57044
43081,75047
43082,113539
43083,45462
43084,54883
43085,76860
43086,75047
43093,42724
43101,35500
43102,58376
43103,68442
43105,65616
43106,39063
43107,53309
43109,54375
43110,66347
43111,31400
43112,81250
43113,49368
43115,46250
43116,87500
43117,102566
43119,62423
43123,63004
43125,58417
43126,51250
43127,36000
43128,45694
43130,46205
43135,40400
43136,60417
43137,50694
43138,39503
43140,59630
43142,41250
43143,54130
43144,34554
43145,52024
43146,69386
43147,89007
43148,48816
43149,65298
43150,49880
43151,53750
43152,33906
43153,47396
43154,52219
43155,62917
43156,48750
43157,37500
43158,36250
43160,40596
43162,55219
43164,50645
43194,50694
43195,58417
43199,58417
43201,26473
43202,45214
43203,24819
43204,41671
43205,30988
43206,47727
43207,41324
43209,55478
43210,16314
43211,24751
43212,64626
43213,35582
43214,66653
43215,55490
43216,55490
43217,38380
43218,34625
43219,34625
43220,62833
43221,84804
43222,25750
43223,30695
43224,34597
43226,40487
43227,34468
43228,41866
43229,40487
43230,70822
43231,47215
43232,36310
43234,70004
43235,70004
43236,34625
43240,64417
43251,25750
43260,55490
43266,55490
43268,55490
43270,55490
43271,55490
43272,55490
43279,55490
43287,55490
43291,41866
43301,39730
43302,39730
43310,57775
43311,50976
43314,66579
43315,51548
43316,56208
43317,44375
43318,47783
43319,67188
43320,61970
43321,43750
43322,39844
43323,49615
43324,58919
43325,40042
43326,45311
43330,29375
43331,39765
43332,41912
43333,43214
43334,62169
43335,66579
43336,
43337,62500
43338,50032
43340,53500
43341,55469
43342,56958
43343,63088
43344,57235
43345,65875
43346,57775
43347,56688
43348,31375
43349,55870
43350,68902
43351,47133
43356,56940
43357,61129
43358,57742
43359,45710
43360,72813
43402,41819
43403,
43406,45625
43407,56136
43408,41406
43410,54198
43412,63794
43413,57576
43414,41819
43416,57000
43420,44830
43430,62455
43431,53380
43432,81094
43433,
43434,42188
43435,70536
43436,55893
43437,47411
43438,56458
43439,
43440,47500
43441,69316
43442,42250
43443,62854
43445,79167
43446,48125
43447,59653
43449,53451
43450,61595
43451,61250
43452,49776
43456,55893
43457,45500
43458,44375
43460,61306
43462,45313
43463,
43464,53077
43465,47608
43466,53393
43467,30000
43468,58056
43469,54122
43501,46813
43502,59454
43504,73125
43505,38929
43506,41140
43510,68553
43511,50347
43512,50038
43515,58970
43516,51198
43517,54375
43518,47923
43519,61490
43520,41140
43521,40611
43522,62449
43523,
43524,55139
43525,76500
43526,47848
43527,52838
43528,67235
43529,34688
43530,50038
43531,15948
43532,68553
43533,53819
43534,56339
43535,62614
43536,65517
43537,69966
43540,56280
43541,53125
43542,104028
43543,46961
43545,54198
43547,80739
43548,52542
43549,57386
43550,54198
43551,69316
43552,69316
43553,49000
43554,47132
43555,60875
43556,52917
43557,52306
43558,58382
43560,81101
43565,68214
43566,79104
43567,53172
43569,51673
43570,42188
43571,75000
43601,12255
43603,12255
43604,12255
43605,27940
43606,38466
43607,24475
43608,26130
43609,23212
43610,22312
43611,39304
43612,40996
43613,46139
43614,45100
43615,41931
43616,56420
43617,80806
43619,60111
43620,21834
43623,48689
43635,41931
43652,12255
43654,60111
43656,48689
43657,22312
43659,12255
43660,12255
43661,24475
43666,12255
43667,12255
43681,12255
43682,12255
43697,12255
43699,12255
43701,39964
43702,39964
43711,
43713,40802
43716,47632
43717,
43718,54767
43719,41553
43720,56667
43721,
43722,31713
43723,35018
43724,42656
43725,38258
43727,55114
43728,31293
43730,40625
43731,36250
43732,50694
43733,
43734,51667
43735,46418
43736,38750
43738,45938
43739,70179
43740,45625
43746,50268
43747,31111
43748,33194
43749,45225
43750,
43752,37207
43754,52721
43755,57569
43756,34681
43757,31111
43758,43000
43759,29375
43760,70250
43761,
43762,51950
43764,39010
43766,36971
43767,50625
43768,51731
43771,40800
43772,53947
43773,47659
43777,36852
43778,55221
43779,39531
43780,48261
43782,29135
43783,60200
43786,
43787,40222
43788,50227
43791,39964
43793,37207
43802,44375
43803,46783
43804,54191
43805,
43811,45598
43812,38703
43821,49884
43822,45525
43824,50000
43828,38703
43830,56293
43832,46783
43836,40833
43837,53056
43840,60375
43842,43500
43843,60402
43844,46113
43845,47551
43901,44135
43902,
43903,47639
43905,21000
43906,38814
43907,46222
43908,49139
43909,60328
43910,57193
43912,35767
43913,41349
43914,56000
43915,39643
43916,35767
43917,49154
43920,40556
43925,
43926,27083
43927,50139
43928,
43930,43854
43931,51250
43932,51705
43933,42266
43934,40227
43935,36284
43937,35767
43938,42389
43939,42143
43940,
43941,49154
43942,45329
43943,44946
43944,50536
43945,40042
43946,42978
43947,48646
43948,47206
43950,60328
43951,88500
43952,32319
43953,46658
43961,27396
43962,56875
43963,31010
43964,43783
43967,
43968,36482
43970,
43971,34125
43972,107593
43973,42798
43974,33750
43976,49038
43977,47292
43981,46222
43983,40227
43984,40469
43985,53750
43986,40469
43988,43611
44001,63445
44003,38125
44004,34478
44005,34478
44010,44167
44011,90846
44012,80884
44017,57820
44021,55781
44022,111176
44023,112512
44024,72462
44026,78125
44028,68810
44030,38668
44032,36316
44033,72462
44035,43133
44036,43133
44039,68754
44040,125563
44041,42838
44044,67871
44045,47083
44046,57214
44047,51458
44048,48696
44049,58333
44050,66397
44052,32701
44053,48318
44054,60194
44055,30541
44056,86097
44057,52024
44060,68130
44061,68130
44062,48463
44064,69630
44065,61429
44067,72238
44068,34478
44070,61278
44072,83821
44073,83821
44074,57093
44076,41030
44077,59535
44080,72917
44081,68109
44082,46908
44084,59837
44085,52955
44086,58207
44087,69269
44088,42838
44089,52230
44090,61433
44092,48333
44093,54063
44094,61512
44095,52665
44096,61512
44097,52665
44099,61528
44101,
44102,27196
44103,18531
44104,14414
44105,23485
44106,24578
44107,47163
44108,23066
44109,29125
44110,20797
44111,39640
44112,21028
44113,42432
44114,20823
44115,11899
44116,65043
44117,25286
44118,57368
44119,37848
44120,32090
44121,53645
44122,76627
44123,39565
44124,57831
44125,42695
44126,54563
44127,20653
44128,32357
44129,51810
44130,50715
44131,74863
44132,37696
44133,66012
44134,50866
44135,36951
44136,75451
44137,37958
44138,68866
44139,96836
44140,93220
44141,97635
44142,48813
44143,59553
44144,44696
44145,80989
44146,42914
44147,77722
44149,89336
44181,36951
44188,11899
44190,24578
44191,42432
44192,11899
44193,42432
44194,20823
44195,24578
44197,11899
44198,11899
44199,20823
44201,61148
44202,83853
44203,46235
44210,79599
44211,43666
44212,66612
44214,53934
44215,55795
44216,67388
44217,50338
44221,49664
44222,49664
44223,59620
44224,66250
44230,54522
44231,49325
44232,62273
44233,88750
44234,56447
44235,58611
44236,120487
44237,120487
44240,43666
44241,58128
44242,43666
44243,
44250,48542
44251,81635
44253,83594
44254,46053
44255,51615
44256,75555
44258,75555
44260,60165
44262,62660
44264,77500
44265,
44266,45928
44270,46491
44272,60208
44273,65536
44274,
44275,68112
44276,66364
44278,60035
44280,73785
44281,67137
44282,67137
44285,
44286,100357
44287,51090
44288,42488
44301,37821
44302,28934
44303,51769
44304,19075
44305,36551
44306,25305
44307,17725
44308,9775
44309,18348
44310,35038
44311,18348
44312,48773
44313,55571
44314,32077
44315,25305
44316,36551
44317,37821
44319,59882
44320,30363
44321,83516
44325,19075
44326,9775
44328,18348
44333,79599
44334,48773
44372,18348
44396,18348
44398,18348
44401,55774
44402,56456
44403,53432
44404,53571
44405,28913
44406,70724
44408,54082
44410,52976
44411,53971
44412,60270
44413,41833
44415,45391
44416,51620
44417,52163
44418,59728
44420,40025
44422,70724
44423,59054
44424,59728
44425,45985
44427,47150
44428,47475
44429,45954
44430,43015
44431,48875
44432,45391
44436,54071
44437,47019
44438,31146
44439,93594
44440,54177
44441,53641
44442,47741
44443,55543
44444,45377
44445,52121
44446,39572
44449,45667
44450,51154
44451,51620
44452,58319
44453,53571
44454,37981
44455,61250
44460,45779
44470,59605
44471,38695
44473,49342
44481,51571
44482,51571
44483,37355
44484,45936
44485,26806
44486,51571
44490,34511
44491,57014
44492,45391
44493,
44501,8775
44502,22925
44503,8775
44504,30076
44505,30078
44506,21395
44507,19026
44509,24651
44510,16691
44511,39577
44512,50378
44513,50378
44514,62214
44515,43470
44555,22925
44601,39568
44606,55607
44607,61111
44608,47177
44609,44896
44610,52222
44611,46806
44612,65604
44613,42159
44614,59113
44615,47291
44617,53373
44618,55635
44619,45779
44620,55500
44621,41250
44622,48732
44624,59222
44625,47206
44626,61449
44627,53750
44628,53182
44629,50556
44630,62273
44632,56124
44633,61892
44634,71838
44636,55635
44637,46776
44638,60100
44639,51750
44640,45521
44641,59585
44643,50523
44644,46859
44645,65130
44646,49855
44647,50423
44648,49855
44650,39568
44651,31875
44652,
44653,48558
44654,53373
44656,50109
44657,51846
44659,51250
44660,53373
44661,31250
44662,51359
44663,44128
44665,44896
44666,60694
44667,49676
44669,60556
44670,66071
44671,40083
44672,35041
44675,41714
44676,63145
44677,53649
44678,102833
44679,35604
44680,53026
44681,53087
44682,57833
44683,35604
44685,76679
44687,
44688,53115
44689,54722
44690,65208
44691,49057
44693,43750
44695,51750
44697,60000
44699,39226
44701,41686
44702,9455
44703,24623
44704,23116
44705,31703
44706,41397
44707,24278
44708,50366
44709,41686
44710,36827
44711,41686
44714,38131
44718,69396
44720,62273
44721,67223
44730,51658
44735,62273
44750,36827
44767,62273
44799,41686
44802,55833
44804,51406
44805,46750
44807,53650
44809,56691
44811,60240
44813,55870
44814,75652
44815,45625
44816,
44817,67708
44818,53370
44820,39581
44822,50694
44824,55938
44825,31250
44826,55278
44827,40935
44828,
44830,39487
44833,40042
44836,51103
44837,54390
44838,53125
44839,60979
44840,61364
44841,57375
44842,42044
44843,46573
44844,47083
44845,60018
44846,78151
44847,57039
44848,46750
44849,52861
44850,
44851,45027
44853,58500
44854,50652
44855,49018
44856,48125
44857,45708
44859,61188
44860,52861
44861,55625
44862,21743
44864,56272
44865,49118
44866,48917
44867,62670
44870,41184
44871,41184
44874,40938
44875,44135
44878,59000
44880,54500
44881,
44882,60018
44883,46778
44887,65114
44888,50925
44889,54573
44890,50925
44901,
44902,21743
44903,44063
44904,55975
44905,42205
44906,36969
44907,39145
45001,39148
45002,71549
45003,48289
45004,53742
45005,52454
45011,65156
45012,65156
45013,53742
45014,60536
45015,41250
45018,65156
45030,62848
45032,42404
45033,49531
45034,97955
45036,73630
45039,79853
45040,93176
45041,
45042,51272
45044,46200
45050,73352
45051,
45052,79010
45053,82417
45054,57248
45055,65156
45056,43963
45061,53742
45062,48661
45063,53742
45064,57279
45065,60453
45066,102953
45067,62646
45068,73511
45069,84771
45070,39167
45071,84771
45101,31875
45102,55903
45103,61003
45105,33068
45106,54190
45107,53899
45111,66838
45112,35625
45113,58381
45114,48198
45115,250000
45118,55948
45119,58584
45120,44762
45121,45352
45122,49960
45123,36828
45130,58584
45131,32778
45132,32206
45133,40834
45135,42340
45140,83403
45142,45344
45144,33068
45146,58250
45147,85875
45148,54375
45150,59505
45152,72600
45153,52292
45154,47040
45155,32857
45156,31458
45157,60617
45158,46875
45159,50188
45160,23906
45162,60898
45164,32500
45166,46250
45167,40826
45168,51447
45169,45304
45171,45913
45172,45625
45174,143750
45176,55920
45177,48198
45201,10511
45202,55120
45203,10511
45204,27471
45205,27169
45206,27902
45207,22791
45208,79592
45209,52602
45211,38702
45212,40965
45213,49974
45214,17260
45215,46817
45216,29936
45217,39136
45218,57070
45219,25745
45220,34952
45221,25745
45222,40965
45223,31698
45224,43918
45225,13412
45226,66029
45227,50275
45229,21332
45230,64831
45231,47530
45232,13853
45233,75421
45234,17260
45235,74363
45236,56151
45237,30947
45238,45685
45239,48776
45240,54903
45241,74363
45242,80761
45243,106465
45244,85613
45245,63537
45246,50397
45247,70490
45248,68231
45249,78125
45250,17260
45251,58988
45252,73345
45253,58988
45254,69131
45255,69131
45258,68231
45262,74363
45263,55120
45264,10511
45267,25745
45268,34952
45269,13412
45270,10511
45271,13412
45273,17260
45274,13412
45275,56273
45277,48175
45280,17260
45296,10511
45298,40076
45299,55120
45301,
45302,76065
45303,50656
45304,56730
45305,85396
45306,58036
45307,33438
45308,53134
45309,51703
45310,58958
45311,53533
45312,66250
45314,54702
45315,78032
45316,40000
45317,64917
45318,52122
45319,56023
45320,48161
45321,52837
45322,60093
45323,56754
45324,43478
45325,65670
45326,57647
45327,60375
45328,34583
45330,51167
45331,40394
45332,34688
45333,63063
45334,55250
45335,53996
45336,72250
45337,60929
45338,54604
45339,46726
45340,59038
45341,42127
45342,56526
45343,56526
45344,46844
45345,46395
45346,42491
45347,52885
45348,48125
45349,50000
45350,73750
45351,66250
45352,31250
45353,65556
45354,50583
45356,45872
45358,58750
45359,50625
45360,36875
45361,45000
45362,52909
45363,68194
45365,49829
45367,49829
45368,48632
45369,53472
45370,78811
45371,68094
45372,42500
45373,54449
45374,54449
45377,58600
45378,57500
45380,61313
45381,50504
45382,51776
45383,51849
45384,74107
45385,49849
45387,67841
45388,71705
45389,45000
45390,33822
45401,32585
45402,20718
45403,26888
45404,26405
45405,26371
45406,27161
45409,50528
45410,32585
45412,20718
45413,38984
45414,38984
45415,56694
45416,36739
45417,22957
45419,67279
45420,37578
45422,20718
45423,20718
45424,57441
45426,35209
45428,
45429,56391
45430,84406
45431,57328
45432,58111
45433,82961
45434,103415
45435,43478
45437,57328
45439,41479
45440,63385
45441,66685
45448,56526
45449,41180
45458,77184
45459,66685
45469,50528
45470,56526
45475,66685
45479,50528
45481,84406
45482,20718
45490,58600
45501,68948
45502,68948
45503,42352
45504,51331
45505,28607
45506,32924
45601,44763
45612,37766
45613,45026
45614,41250
45616,25917
45617,
45618,38750
45619,45260
45620,32500
45621,31771
45622,
45623,37135
45624,
45628,44588
45629,38413
45630,63221
45631,42372
45633,61789
45634,32333
45636,63208
45638,36130
45640,39621
45642,
45643,41250
45644,61789
45645,46844
45646,24833
45647,51905
45648,39764
45650,28250
45651,43839
45652,47169
45653,42548
45654,46971
45656,41736
45657,32750
45658,32245
45659,34565
45660,36122
45661,38179
45662,31287
45663,34391
45669,55028
45671,40833
45672,50163
45673,
45674,26607
45675,36130
45677,51184
45678,51518
45679,39091
45680,45709
45681,37083
45682,29464
45683,45026
45684,49044
45685,31350
45686,36700
45687,38179
45688,36477
45690,43553
45692,40764
45693,34104
45694,51184
45695,32829
45696,62991
45697,45263
45698,43125
45699,39764
45701,32076
45710,47100
45711,48097
45712,49806
45713,53507
45714,40364
45715,38176
45716,57813
45717,30377
45719,28000
45720,39821
45721,
45723,47098
45724,53507
45727,30114
45729,72708
45732,38576
45734,
45735,45875
45739,47098
45740,42292
45741,30000
45742,62120
45743,58250
45744,50400
45745,57708
45746,43125
45750,39919
45760,26509
45761,44216
45764,30377
45766,28438
45767,40525
45768,48777
45769,39821
45770,30592
45771,46639
45772,42697
45773,25804
45775,47917
45776,32045
45777,48097
45778,40625
45779,46042
45780,26964
45782,22344
45783,42697
45784,49806
45786,62366
45787,
45788,55893
45789,
45801,36566
45802,36566
45804,28565
45805,48154
45806,58725
45807,59694
45808,48125
45809,66198
45810,42339
45812,33571
45813,52850
45814,62500
45815,52799
45816,43750
45817,68873
45819,45000
45820,48125
45821,55625
45822,50481
45826,54167
45827,68000
45828,57903
45830,55151
45831,46058
45832,61768
45833,55370
45835,41364
45836,46484
45837,68000
45838,37500
45839,50371
45840,50371
45841,67222
45843,54427
45844,65078
45845,74485
45846,63910
45848,62465
45849,56346
45850,52721
45851,39483
45853,77500
45854,40000
45855,54583
45856,52799
45858,60903
45859,38295
45860,74112
45861,50938
45862,38382
45863,49917
45864,58250
45865,70734
45866,36071
45867,61250
45868,60880
45869,69355
45870,58750
45871,66389
45872,52576
45873,45107
45874,57729
45875,62465
45876,56094
45877,61321
45879,45096
45880,52135
45881,59391
45882,57978
45883,75481
45884,63684
45885,49274
45886,54375
45887,46563
45888,48333
45889,94643
45890,63906
45891,45779
45893,55151
45894,55395
45895,56753
45896,56507
45897,
45898,51630
45899,46667
45999,40076
46001,50075
46011,55463
46012,45123
46013,38010
46014,55463
46015,25898
46016,25898
46017,48961
46018,55463
46030,56891
46031,74940
46032,94636
46033,119906
46034,71383
46035,53929
46036,41425
46037,103128
46038,82631
46039,62903
46040,81087
46041,47769
46044,58226
46045,46625
46047,
46048,50179
46049,51250
46050,58350
46051,51745
46052,53521
46055,97409
46056,68045
46057,65495
46058,61375
46060,64722
46061,64722
46062,81281
46063,43929
46064,71034
46065,62609
46067,47769
46068,60369
46069,47377
46070,58942
46071,66941
46072,53581
46074,96443
46075,71367
46076,51250
46077,118796
46082,94636
46085,82631
46102,62702
46103,59375
46104,64931
46105,60795
46106,75750
46107,40414
46110,42791
46111,27308
46112,77472
46113,66189
46115,51146
46117,47365
46118,62632
46120,52743
46121,56901
46122,61529
46123,82085
46124,45591
46125,
46126,62529
46127,77639
46128,51450
46129,66944
46130,66944
46131,55763
46133,58452
46135,48645
46140,59686
46142,72122
46143,63134
46144,52697
46146,49444
46147,62702
46148,53631
46149,69127
46150,64432
46151,54972
46154,59686
46155,
46156,43516
46157,66769
46158,58068
46160,54818
46161,62446
46162,63250
46163,81048
46164,61019
46165,68472
46166,54167
46167,76846
46168,63675
46170,48645
46171,42455
46172,53017
46173,41718
46175,42750
46176,48689
46180,47008
46181,69955
46182,57946
46183,
46184,62007
46186,66786
46197,63675
46201,27077
46202,33020
46203,31876
46204,47958
46205,37831
46206,31291
46207,31291
46208,31312
46209,31291
46210,62933
46211,45991
46213,33020
46214,43281
46216,43631
46217,61055
46218,23203
46219,39384
46220,66279
46221,43395
46222,27062
46224,33800
46225,31291
46226,34241
46227,37686
46228,60397
46229,44547
46230,66279
46231,62933
46234,71652
46235,36959
46236,81276
46237,60806
46239,69557
46240,54635
46241,35284
46242,35284
46244,47958
46247,37686
46249,43631
46250,55340
46251,35284
46253,42497
46254,42497
46255,47958
46256,66668
46259,94242
46260,44724
46262,47958
46266,47958
46268,45991
46274,45991
46275,45991
46277,47958
46278,104837
46280,61782
46282,47958
46283,31291
46285,43395
46290,152404
46291,39384
46295,31291
46296,31291
46298,45991
46301,71125
46302,72494
46303,64835
46304,74682
46307,73704
46308,73704
46310,53523
46311,77292
46312,27264
46319,55935
46320,30836
46321,70894
46322,62240
46323,47167
46324,44569
46325,30836
46327,36244
46340,56652
46341,61900
46342,58489
46345,62500
46346,34286
46347,70409
46348,55588
46349,54188
46350,48740
46352,48740
46355,73704
46356,69607
46360,42219
46361,42219
46365,39423
46366,40746
46368,54926
46371,74828
46372,53523
46373,98955
46374,61131
46375,73814
46376,36250
46377,
46379,76250
46380,56267
46381,37125
46382,71628
46383,58176
46384,58176
46385,72494
46390,74727
46391,64767
46392,56267
46393,65063
46394,49519
46401,16126
46402,16126
46403,39731
46404,29466
46405,42273
46406,29815
46407,18894
46408,33827
46409,28625
46410,51136
46411,51136
46501,50740
46502,96406
46504,49331
46506,53488
46507,54900
46508,40714
46510,54000
46511,46354
46513,48000
46514,48348
46515,39535
46516,39535
46517,46006
46524,61302
46526,50502
46527,50502
46528,53502
46530,91157
46531,47500
46532,57083
46534,41863
46536,50641
46537,56500
46538,55515
46539,45481
46540,62634
46542,51181
46543,67143
46544,45165
46545,38388
46546,45165
46550,55659
46552,55685
46553,53210
46554,47446
46555,50595
46556,19306
46561,70916
46562,51262
46563,48000
46565,57719
46567,54019
46570,56339
46571,53341
46572,48000
46573,56768
46574,50606
46580,51170
46581,51170
46582,62306
46590,57978
46595,36319
46601,15508
46613,31279
46614,47835
46615,38588
46616,35836
46617,50904
46619,36901
46624,15508
46626,15508
46628,41043
46634,15508
46635,51151
46637,51927
46660,38588
46680,47835
46699,15508
46701,53022
46702,55256
46703,47095
46704,
46705,48529
46706,51087
46710,53750
46711,43934
46713,45886
46714,44695
46721,51885
46723,60526
46725,53340
46730,50865
46731,50677
46732,50379
46733,48883
46737,56497
46738,42359
46740,41060
46741,50231
46742,54181
46743,60286
46745,49688
46746,52688
46747,47617
46748,74050
46750,45886
46755,44268
46759,58625
46760,53125
46761,50628
46763,57009
46764,67132
46765,80994
46766,44375
46767,49493
46769,43934
46770,59049
46771,
46772,53952
46773,55244
46774,50859
46776,51061
46777,62061
46778,58625
46779,50833
46780,48883
46781,53750
46782,48883
46783,76332
46784,51528
46785,63182
46786,
46787,57535
46788,58611
46789,50628
46791,63958
46792,47295
46793,53663
46794,49914
46795,59472
46796,53022
46797,66845
46798,61875
46799,36932
46801,30512
46802,30512
46803,21344
46804,63397
46805,37353
46806,27203
46807,45657
46808,40089
46809,35331
46814,111523
46815,55356
46816,32485
46818,56036
46819,46788
46825,51864
46835,57962
46845,85610
46850,30512
46851,30512
46852,30512
46853,30512
46854,30512
46855,30512
46856,30512
46857,30512
46858,30512
46859,30512
46860,30512
46861,30512
46862,30512
46863,30512
46864,30512
46865,30512
46866,30512
46867,30512
46868,30512
46869,30512
46885,57962
46895,37353
46896,27203
46897,46788
46898,40089
46899,35331
46901,41001
46902,47224
46903,47224
46904,47224
46910,45833
46911,59688
46912,46896
46913,54783
46914,48125
46915,60735
46916,50263
46917,50263
46919,41927
46920,75380
46921,50726
46922,
46923,50417
46926,57926
46928,51893
46929,54375
46930,32500
46931,40417
46932,49096
46933,41553
46935,41893
46936,61900
46937,47224
46938,44771
46939,41893
46940,59375
46941,45156
46942,41146
46943,33611
46945,46896
46946,21667
46947,41146
46950,49221
46951,50726
46952,40039
46953,32688
46957,29615
46958,43375
46959,39907
46960,48780
46961,31806
46962,47298
46965,47224
46967,29844
46968,14554
46970,40389
46971,40389
46974,56250
46975,46896
46977,50417
46978,53750
46979,71509
46980,47298
46982,49055
46984,75221
46985,45152
