ZIP,INCOME
22547,84857
22548,
22551,71730
22552,44854
22553,93372
22554,107567
22555,107567
22556,99527
22558,63102
22560,41913
22565,71730
22567,47500
22570,46701
22572,44326
22576,44732
22577,42583
22578,56875
22579,
22580,49764
22581,63102
22601,46960
22602,74852
22603,64674
22604,46960
22610,63798
22611,67240
22620,95000
22622,57500
22623,77917
22624,57500
22625,79554
22626,56955
22627,46797
22630,60593
22637,60272
22639,99167
22640,65417
22641,
22642,83778
22643,
22644,58669
22645,78636
22646,
22649,78636
22650,56083
22652,66280
22654,80755
22655,67229
22656,74018
22657,56955
22660,48977
22663,60324
22664,44393
22701,61375
22709,34676
22711,
22712,71974
22713,90156
22714,67059
22715,55399
22716,61563
22718,71442
22719,36179
22720,118750
22722,
22723,
22724,105054
22725,66346
22726,44559
22727,45455
22728,105662
22729,60750
22730,
22731,64135
22732,
22733,75417
22734,72857
22735,66346
22736,88750
22737,58854
22738,48672
22739,105662
22740,40694
22741,55000
22742,95000
22743,122596
22746,73113
22747,56705
22748,45455
22749,57656
22801,42338
22802,45224
22803,42338
22807,
22810,63846
22811,55714
22812,56976
22815,51465
22820,33672
22821,54067
22824,51757
22827,50279
22830,59271
22831,66301
22832,54226
22833,45224
22834,56979
22835,48359
22840,70917
22841,58387
22842,47254
22843,59231
22844,46228
22845,
22846,67482
22847,53625
22848,58387
22849,44504
22850,62390
22851,39679
22853,44291
22901,63283
22902,59122
22903,55840
22904,
22905,55840
22906,63283
22907,63283
22908,55840
22909,77925
22910,55840
22911,77925
22920,61667
22922,46929
22923,71993
22924,61667
22931,71985
22932,72151
22935,58194
22936,110911
22937,39145
22938,60857
22939,71277
22940,51302
22942,50130
22943,76786
22945,63283
22946,75000
22947,74344
22948,36118
22949,31107
22952,51705
22957,53816
22958,71151
22959,57250
22960,53816
22963,68543
22964,54205
22965,72602
22967,47153
22968,72602
22969,52679
22971,38971
22972,
22973,50625
22974,80841
22976,43507
22980,48363
22987,63283
22989,
23001,58750
23002,57261
23003,68393
23004,41016
23005,62632
23009,76910
23011,57295
23014,62616
23015,75294
23018,58750
23021,
23022,83672
23023,
23024,53908
23025,71071
23027,33026
23030,53980
23031,58279
23032,56016
23035,39931
23038,28214
23039,64375
23040,45183
23043,45694
23045,43700
23047,79894
23050,68000
23055,64325
23056,54028
23058,81476
23059,104805
23060,81476
23061,68393
23062,40865
23063,62616
23064,
23065,61809
23066,
23067,56059
23068,139453
23069,69155
23070,100625
23071,74583
23072,58750
23075,42207
23076,91188
23079,58482
23081,74344
23083,49121
23084,51618
23085,39550
23086,60402
23089,59694
23090,76001
23091,47212
23092,55739
23093,56059
23102,80833
23103,104082
23105,57261
23106,47750
23107,58750
23108,78693
23109,62679
23110,43693
23111,73828
23112,85212
23113,100675
23114,93468
23115,34228
23116,98890
23117,61610
23119,81926
23120,129635
23123,34450
23124,72813
23125,
23126,57132
23127,76001
23128,81827
23129,114848
23130,
23131,58750
23138,
23139,75817
23140,74643
23141,76149
23146,96328
23147,74643
23148,53000
23149,58279
23150,57143
23153,87721
23154,68393
23155,68393
23156,46469
23160,
23161,52981
23162,98890
23163,
23168,84545
23169,38583
23170,56059
23173,
23175,39904
23176,38571
23177,56100
23178,68393
23180,69375
23181,64063
23183,58750
23184,58750
23185,74344
23186,74344
23187,
23188,76001
23190,68393
23192,88559
23218,23177
23219,23177
23220,38762
23221,64500
23222,33703
23223,37047
23224,33474
23225,43487
23226,81406
23227,49183
23228,47430
23229,76033
23230,50640
23231,53411
23232,38762
23233,98125
23234,46419
23235,72451
23236,73433
23237,51952
23238,69920
23241,23177
23242,69920
23249,33474
23250,
23255,76033
23260,38762
23261,38762
23269,38762
23273,47430
23274,23177
23276,38762
23278,38762
23279,50640
23282,38762
23284,38762
23285,38762
23286,38762
23288,76033
23289,54196
23290,38762
23291,23177
23292,23177
23293,23177
23294,54196
23295,50640
23297,51952
23298,23177
23301,30656
23302,
23303,48353
23304,
23306,69861
23307,25333
23308,27328
23310,36766
23313,
23314,80814
23315,57763
23316,29250
23320,68099
23321,68852
23322,92842
23323,75947
23324,40105
23325,56002
23326,68099
23327,92842
23328,68099
23336,47414
23337,46402
23341,69861
23345,69861
23347,
23350,32546
23354,
23356,52431
23357,28237
23358,
23359,41094
23389,
23395,32625
23396,
23397,60395
23398,
23399,41094
23401,
23404,40848
23405,57222
23407,
23408,
23409,
23410,40848
23412,
23413,52813
23414,
23415,37237
23416,
23417,44924
23418,47614
23419,36766
23420,34824
23421,33063
23422,
23423,
23424,80814
23426,54821
23427,40000
23429,36766
23430,70702
23431,70702
23432,75500
23433,80192
23434,54597
23435,84855
23436,100000
23437,58946
23438,63615
23439,54597
23440,33750
23441,
23442,33056
23443,36766
23450,67284
23451,62347
23452,62382
23453,63413
23454,67284
23455,68957
23456,95598
23457,81739
23458,62347
23459,45667
23460,
23461,
23462,58788
23463,73255
23464,73255
23465,73255
23466,58788
23467,73255
23471,68957
23479,67284
23480,31027
23482,32546
23483,48353
23486,82944
23487,60395
23488,
23501,28795
23502,48080
23503,48162
23504,28795
23505,41885
23506,48080
23507,65226
23508,51267
23509,46211
23510,49724
23511,51528
23513,42779
23514,49724
23515,41885
23517,44926
23518,53881
23519,53881
23523,26626
23529,51267
23541,51528
23551,
23601,50786
23602,60463
23603,48094
23604,51724
23605,39837
23606,55142
23607,30053
23608,51715
23609,30053
23612,55142
23628,51724
23630,42415
23651,110500
23661,42415
23662,84777
23663,43361
23664,61732
23665,54623
23666,52932
23667,46222
23668,46222
23669,46222
23670,42415
23681,54623
23690,45195
23691,76161
23692,82209
23693,103825
23694,45195
23696,82000
23701,48704
23702,33869
23703,64222
23704,33960
23705,37455
23707,37455
23708,
23709,
23801,61142
23803,36861
23804,36861
23805,47492
23806,
23821,39848
23822,69408
23824,37064
23827,37014
23828,62500
23829,61012
23830,72813
23831,71463
23832,80985
23833,57760
23834,54567
23836,82162
23837,49890
23838,105570
23839,54362
23840,48601
23841,43800
23842,75951
23843,33664
23844,41250
23845,38701
23846,55938
23847,30053
23850,69408
23851,41260
23856,45125
23857,57675
23860,42942
23866,59911
23867,41680
23868,31098
23870,30053
23872,39156
23873,45338
23874,46771
23875,58866
23876,59183
23878,61006
23879,53796
23881,41042
23882,46365
23883,61717
23884,66944
23885,52031
23887,50645
23888,31282
23889,26202
23890,41732
23891,
23893,29519
23894,87969
23897,53173
23898,58864
23899,34519
23901,41015
23909,
23915,49957
23917,39145
23919,41821
23920,45338
23921,34158
23922,38528
23923,37718
23924,34138
23927,39375
23930,38696
23934,52583
23936,41796
23937,24565
23938,52750
23939,39491
23941,34138
23942,35921
23943,
23944,32670
23947,35812
23950,38537
23952,24773
23954,46354
23955,38696
23958,39491
23959,47438
23960,51005
23962,14116
23963,
23964,38041
23966,45761
23967,34167
23968,31250
23970,40403
23974,40558
23976,
24001,66458
24002,66458
24003,66458
24004,66458
24005,66458
24006,66458
24007,66458
24008,66458
24009,66458
24010,66458
24011,66458
24012,41595
24013,29534
24014,51232
24015,50181
24016,27492
24017,34927
24018,62083
24019,63253
24020,
24022,27492
24023,27492
24024,27492
24025,27492
24026,27492
24027,27492
24028,27492
24029,27492
24030,27492
24031,27492
24032,27492
24033,27492
24034,27492
24035,27492
24036,27492
24037,27492
24038,27492
24040,27492
24042,27492
24043,27492
24050,63253
24053,28739
24054,35978
24055,33571
24058,69042
24059,64118
24060,42090
24061,42090
24062,42090
24063,42090
24064,59630
24065,62107
24066,49236
24067,40272
24068,54828
24069,39250
24070,58942
24072,62250
24073,54828
24076,40817
24077,38542
24078,37177
24079,51150
24082,37269
24083,85347
24084,53575
24085,44050
24086,25417
24087,35795
24088,43438
24089,29978
24090,67636
24091,47663
24092,45089
24093,55134
24095,54267
24101,64699
24102,37750
24104,57041
24105,
24111,42090
24112,33104
24113,33104
24114,33104
24115,33104
24120,29983
24121,57634
24122,58286
24124,52161
24126,53575
24127,34507
24128,52625
24129,
24130,
24131,
24132,19333
24133,41517
24134,45865
24136,47083
24137,57227
24138,74036
24139,47750
24141,41063
24142,
24143,41063
24146,45089
24147,55313
24148,41495
24149,71136
24150,38098
24151,42252
24153,55472
24155,55472
24157,63253
24161,60601
24162,44148
24165,32679
24167,
24168,72958
24171,35242
24174,39010
24175,63797
24176,64318
24177,29983
24178,59630
24179,49150
24184,46861
24185,54537
24201,35636
24202,41999
24203,35636
24205,35636
24209,35636
24210,41136
24211,58641
24212,41136
24215,26063
24216,26063
24217,23036
24218,28556
24219,40199
24220,
24221,39539
24224,35584
24225,26477
24226,37931
24228,32285
24230,31345
24236,31970
24237,26912
24239,
24243,43080
24244,31392
24245,26480
24246,21917
24248,29327
24250,48438
24251,40490
24256,25440
24258,39423
24260,32612
24263,35833
24265,16838
24266,48192
24269,23393
24270,31034
24271,31516
24272,20500
24273,34458
24277,28556
24279,37634
24280,43920
24281,24475
24282,22091
24283,32136
24290,32772
24292,32250
24293,44043
24301,40184
24311,29961
24312,34023
24313,25795
24314,62250
24315,40774
24316,
24317,35588
24318,60368
24319,47437
24322,44167
24323,
24324,56280
24325,30921
24326,33388
24327,48698
24328,45901
24330,27056
24333,33534
24340,44750
24343,36504
24347,48787
24348,30047
24350,35227
24351,20938
24352,29776
24354,38420
24360,48655
24361,48698
24363,30221
24366,36250
24368,44302
24370,29419
24374,42109
24375,43077
24377,60577
24378,32230
24380,37185
24381,51845
24382,39119
24401,46394
24402,46394
24411,
24412,
24413,43333
24415,
24416,30778
24421,60811
24422,40360
24426,42454
24430,29327
24431,55728
24432,54844
24433,
24435,72039
24437,61842
24438,44050
24439,34375
24440,47072
24441,47970
24442,
24445,45430
24448,35833
24450,50293
24457,13375
24458,44844
24459,63500
24460,48281
24463,46394
24464,53421
24465,47976
24467,84226
24468,47976
24469,61842
24471,54545
24472,43208
24473,30742
24474,50313
24476,65313
24477,53948
24479,67188
24482,50642
24483,53750
24484,35417
24485,42500
24486,58869
24487,54356
24501,31273
24502,46499
24503,67491
24504,32813
24505,31273
24506,31273
24513,73487
24514,46499
24515,46499
24517,39680
24520,45523
24521,47342
24522,50080
24523,47586
24526,59667
24527,52538
24528,37315
24529,44231
24530,45313
24531,40395
24533,47342
24534,25714
24535,35523
24536,68696
24538,62386
24539,30278
24540,39154
24541,35390
24543,35390
24549,45574
24550,50641
24551,73487
24553,34556
24554,43036
24555,47537
24556,59242
24557,35772
24558,45191
24562,57981
24563,40026
24565,42763
24566,46250
24569,36402
24570,
24571,53575
24572,43451
24574,61250
24576,37315
24577,31975
24578,44750
24579,47050
24580,62609
24581,
24586,43055
24588,46362
24589,39314
24590,52403
24592,35523
24593,66019
24594,28125
24595,
24597,32153
24598,41563
24599,30192
24601,28906
24602,33889
24603,27889
24604,23698
24605,40651
24606,17500
24607,22222
24608,44146
24609,34924
24612,21458
24613,
24614,33140
24619,33889
24620,21125
24622,24697
24624,32857
24627,31192
24628,
24630,36022
24631,32857
24634,38214
24635,31429
24637,50845
24639,30301
24640,30301
24641,32609
24646,41719
24647,30301
24649,35463
24651,44146
24656,31192
24657,40625
24658,21125
24701,33548
24712,40195
24714,17107
24715,28125
24716,46917
24719,
24724,46250
24726,53984
24729,24554
24731,42167
24732,40692
24733,44464
24736,27083
24737,
24738,35804
24739,40692
24740,40692
24747,32207
24751,33548
24801,27083
24808,30893
24811,28229
24813,23158
24815,26009
24816,35840
24817,19076
24818,18155
24822,40972
24823,34141
24826,25000
24827,53583
24828,18750
24829,27083
24830,
24831,22308
24834,40650
24836,31528
24839,34866
24843,
24844,21719
24845,
24846,10000
24847,
24848,
24849,
24850,23750
24851,28029
24853,39208
24854,
24855,
24857,44911
24859,
24860,21451
24861,41250
24862,19844
24866,25156
24867,21843
24868,33011
24869,21086
24870,32095
24871,26786
24872,17209
24873,31339
24874,44404
24878,24432
24879,19620
24880,24688
24881,31875
24882,28824
24884,38929
24887,
24888,24500
24892,25848
24894,24211
24895,27083
24898,
24901,46566
24902,46566
24910,36845
24915,31806
24916,51364
24918,49167
24920,21319
24924,46750
24925,60112
24927,22112
24931,36111
24934,32361
24935,40400
24938,46694
24941,41250
24943,38992
24944,50385
24945,
24946,41758
24951,33920
24954,32963
24957,104000
24962,
24963,35731
24966,31803
24970,37578
24974,40478
24976,36250
24977,42604
24981,36453
24983,33716
24984,33672
24985,36453
24986,38716
24991,56875
24993,33716
25002,
25003,35878
25005,
25007,50938
25008,
25009,56103
25011,70087
25015,42254
25019,26618
25021,17757
25022,
25024,35385
25025,56149
25026,48708
25028,35556
25030,45109
25031,43988
25033,43869
25035,24362
25036,39861
25039,43454
25040,45139
25043,27317
25044,35341
25045,39730
25047,20000
25048,
25049,40962
25051,
25053,35072
25054,41688
25057,45650
25059,43750
25060,54565
25061,58030
25062,33203
25063,30098
25064,42469
25067,56667
25070,47019
25071,48708
25075,39342
25076,20125
25079,39730
25081,91250
25082,39940
25083,41188
25085,41917
25086,43864
25088,13152
25090,33365
25093,
25102,32708
25103,
25106,21625
25107,49750
25108,56429
25109,
25110,50035
25111,34375
25112,
25113,49700
25114,
25115,24167
25118,39115
25119,41875
25121,26921
25123,40972
25124,53095
25125,35739
25126,69063
25130,38981
25132,36458
25133,20250
25134,52054
25136,23813
25139,39971
25140,27717
25141,21094
25142,44107
25143,47733
25148,37813
25149,34152
25152,29917
25154,22420
25156,16458
25159,50640
25160,
25161,59554
25162,57500
25164,36125
25165,45982
25168,43352
25169,39643
25173,28438
25174,51719
25177,46121
25180,
25181,32208
25183,
25185,
25186,33750
25187,67552
25193,40833
25201,
25202,45150
25203,
25204,19750
25205,30216
25206,40982
25208,45774
25209,27112
25211,
25213,59172
25214,
25231,42563
25234,53224
25235,33375
25239,39785
25241,69145
25243,29913
25244,42159
25245,46136
25247,35156
25248,42563
25251,33804
25252,63989
25253,40982
25259,45313
25260,33472
25261,28456
25262,65724
25264,24526
25265,35426
25266,35435
25267,32941
25268,40529
25270,42500
25271,39103
25275,42800
25276,31008
25285,59375
25286,41641
25287,27500
25301,25035
25302,45150
25303,51636
25304,53125
25305,
25306,42575
25309,43656
25311,41130
25312,38235
25313,59641
25314,78945
25315,36941
25317,41130
25320,42845
25321,25035
25322,25035
25323,25035
25324,25035
25325,25035
25326,25035
25327,25035
25328,25035
25329,25035
25330,25035
25331,25035
25332,25035
25333,25035
25334,25035
25335,25035
25336,25035
25337,25035
25338,25035
25339,25035
25350,25035
25356,59641
25357,38235
25358,43656
25360,38235
25361,41130
25362,48708
25364,53125
25365,53125
25375,38235
25387,38235
25389,25035
25392,25035
25396,78945
25401,34793
25402,34793
25403,71438
25404,52270
25405,58393
25410,71933
25411,43506
25413,68723
25414,77628
25419,68648
25420,68068
25421,60240
25422,29772
25423,71933
25425,71933
25427,60240
25428,58989
25430,69044
25431,31327
25432,36765
25434,34020
25437,27159
25438,53979
25440,68723
25441,69583
25442,53125
25443,77361
25444,35144
25446,69583
25501,54153
25502,50711
25503,47639
25504,44320
25505,70132
25506,26163
25507,43750
25508,37668
25510,54375
25511,40938
25512,33313
25514,30353
25515,41760
25517,42659
25520,44719
25521,33235
25523,32261
25524,42054
25526,59836
25529,41815
25530,37813
25534,9544
25535,54605
25537,41477
25540,21250
25541,49924
25544,26163
25545,59830
25547,
25550,37467
25555,43884
25557,35268
25559,44714
25560,72980
25562,37813
25564,
25565,39049
25567,29423
25569,59836
25570,26795
25571,36711
25572,54153
25573,
25601,46491
25606,38750
25607,32500
25608,31540
25611,64743
25612,34231
25614,46491
25617,60069
25621,29674
25624,
25625,39800
25628,47564
25630,38750
25632,19375
25634,40833
25635,42578
25637,43000
25638,28190
25639,15662
25644,
25646,31520
25647,34231
25649,39940
25650,
25651,25688
25652,34531
25653,53529
25654,
25661,35186
25665,35186
25666,34491
25667,35186
25669,32261
25670,35540
25671,43654
25672,20000
25674,31500
25676,27083
25678,21307
25685,35186
25686,28750
25688,23182
25690,
25691,35186
25692,28750
25696,40417
25699,
25701,34695
25702,32929
25703,15363
25704,36819
25705,40353
25706,34695
25707,34695
25708,34695
25709,34695
25710,34695
25711,34695
25712,34695
25713,34695
25714,34695
25715,34695
25716,34695
25717,34695
25718,34695
25719,34695
25720,34695
25721,34695
25722,34695
25723,34695
25724,34695
25725,34695
25726,36819
25727,36819
25728,36819
25729,34695
25755,15363
25770,36819
25771,36819
25772,36819
25773,36819
25774,36819
25775,36819
25776,36819
25777,36819
25778,36819
25779,36819
25801,39697
25802,39697
25810,40652
25811,56493
25812,36721
25813,38081
25817,41250
25818,36509
25820,30313
25823,39283
25825,63824
25826,
25827,41208
25831,36771
25832,60707
25833,33295
25836,25511
25837,26500
25839,
25840,38583
25841,32529
25843,58370
25844,40096
25845,42200
25846,
25848,15521
25849,
25851,39697
25853,
25854,43229
25855,
25857,
25860,39697
25862,
25864,36141
25865,61875
25866,36361
25868,48274
25870,
25871,33654
25873,48009
25875,39716
25876,
25878,29324
25879,
25880,33795
25882,40030
25888,33795
25901,36361
25902,14464
25904,33594
25906,27143
25907,
25908,48938
25909,33795
25911,
25913,
25915,25938
25916,
25917,33295
25918,49355
25919,39697
25920,68417
25921,38692
25922,50096
25927,39697
25928,31471
25932,103125
25936,74375
25938,57582
25942,41406
25943,40652
25951,34803
25958,28333
25962,32331
25966,16202
25969,33580
25971,61987
25972,
25976,38992
25977,
25978,39063
25979,45393
25981,29563
25984,35917
25985,16202
25986,38992
25989,49688
26003,42695
26030,45469
26031,35595
26032,54000
26033,33664
26034,38024
26035,42269
26036,83179
26037,52281
26038,50389
26039,54821
26040,38235
26041,39527
26047,47619
26050,29327
26055,64716
26056,72000
26058,43355
26059,52417
26060,53785
26062,39709
26070,43355
26074,48207
26075,45750
26101,33161
26102,33161
26103,33161
26104,46598
26105,47854
26106,33161
26120,56898
26121,56898
26133,36574
26134,41080
26136,46964
26137,30952
26138,39950
26141,28750
26142,49318
26143,36591
26146,49519
26147,43272
26148,
26149,32546
26150,56898
26151,36016
26152,
26155,41568
26159,44714
26160,42955
26161,50132
26162,41568
26164,33101
26167,59886
26169,42222
26170,45392
26175,41223
26178,50957
26180,37656
26181,60753
26184,40216
26187,64942
26201,44583
26202,55682
26203,
26205,36222
26206,20281
26208,45231
26209,42917
26210,40260
26215,26603
26217,14044
26218,40260
26219,40260
26222,48200
26224,65682
26228,
26229,44583
26230,
26234,33719
26236,
26237,50815
26238,41042
26241,41715
26250,38902
26253,39491
26254,38942
26257,27303
26259,
26260,41500
26261,29516
26263,
26264,39250
26266,
26267,
26268,16250
26269,50518
26270,27750
26271,45972
26273,30855
26275,27188
26276,58929
26278,58095
26280,31985
26282,
26283,52944
26285,34738
26287,39524
26288,36379
26289,41500
26291,95375
26292,40000
26293,30139
26294,43977
26296,68789
26298,35417
26301,37293
26302,37293
26306,69390
26320,43269
26321,41250
26323,33393
26325,11786
26327,
26330,69390
26335,32917
26337,36429
26338,45078
26339,
26342,41458
26343,33750
26346,52396
26347,47833
26348,30588
26349,
26351,37366
26354,38883
26361,
26362,38846
26366,
26369,40357
26372,50227
26374,40938
26376,36500
26377,25809
26378,48631
26384,36188
26385,54750
26386,44063
26404,30903
26405,47727
26408,62844
26410,42356
26411,36106
26412,47552
26415,42830
26416,30883
26419,34271
26421,18929
26422,
26424,
26425,32330
26426,40754
26430,62708
26431,39467
26434,43269
26435,21979
26436,33824
26437,28542
26438,
26440,55074
26443,54625
26444,48182
26447,30759
26448,45069
26451,45000
26452,35877
26456,39156
26463,39467
26501,45761
26502,45761
26504,33184
26505,33184
26506,33184
26507,33184
26508,65695
26519,50089
26520,64625
26521,50313
26524,45256
26525,58698
26527,45761
26531,65695
26534,32554
26537,36651
26541,57077
26542,45256
26543,
26544,57077
26546,57077
26547,43770
26554,47894
26555,47894
26559,52125
26560,
26561,38371
26562,38371
26563,39583
26566,47894
26568,40938
26570,47604
26571,45147
26572,
26574,31250
26575,32917
26576,
26578,47894
26581,31741
26582,42344
26585,75139
26586,38936
26587,70250
26588,43426
26590,38977
26591,46797
26601,39688
26610,35104
26611,31767
26615,50404
26617,61944
26619,55147
26621,32337
26623,35682
26624,37807
26627,
26629,40987
26631,26284
26636,44028
26638,29464
26651,42043
26656,40203
26660,55174
26662,70769
26667,42043
26671,42043
26675,42043
26676,39615
26678,47721
26679,43819
26680,31250
26681,36891
26684,
26690,
26691,45671
26704,34635
26705,45375
26707,30568
26710,36229
26711,38698
26714,
26716,45250
26717,25958
26719,38487
26720,
26722,31154
26726,34178
26731,43750
26739,46875
26743,36658
26750,24250
26753,46125
26755,38098
26757,31375
26761,17500
26763,40369
26764,40250
26767,22583
26801,67500
26802,42375
26804,27454
26807,39922
26808,
26810,83438
26812,45650
26814,32083
26815,34265
26817,56613
26818,39643
26823,
26833,44000
26836,37456
26838,37456
26845,63098
26847,36831
26851,36798
26852,58472
26855,40000
26865,21974
26866,39154
26884,40625
26886,40625
27006,73906
27007,43864
27009,77188
27010,47013
27011,35802
27012,74798
27013,47083
27014,34500
27016,43775
27017,34513
27018,42951
27019,53833
27020,36402
27021,44907
27022,40549
27023,73356
27024,34649
27025,47763
27027,31589
27028,44140
27030,35441
27031,35441
27040,63267
27041,45896
27042,51360
27043,46690
27045,50663
27046,34858
27047,42404
27048,44981
27049,35441
27050,50948
27051,43107
27052,37448
27053,37064
27054,48917
27055,39531
27094,50663
27098,50663
27099,50663
27101,27400
27102,30886
27103,45289
27104,54354
27105,30886
27106,47013
27107,40142
27108,27400
27109,
27110,
27111,27400
27113,45289
27114,45289
27115,30886
27116,47013
27117,40142
27120,30886
27127,45431
27130,45289
27150,27400
27152,27400
27155,27400
27157,45289
27198,30886
27199,30886
27201,75962
27202,50089
27203,32463
27204,32463
27205,44490
27207,49610
27208,37864
27209,35952
27212,37708
27213,37046
27214,54289
27215,44093
27216,44093
27217,34989
27228,66181
27229,31967
27230,43706
27231,53750
27233,70861
27235,79189
27237,44701
27239,46789
27242,28628
27243,62078
27244,50089
27247,25816
27248,43706
27249,49036
27252,52031
27253,41424
27256,52031
27258,49375
27259,31857
27260,24812
27261,24812
27262,39880
27263,42271
27264,42271
27265,55688
27268,39880
27278,61803
27281,46875
27282,65463
27283,52275
27284,57938
27285,57938
27288,33102
27289,33102
27291,48472
27292,38937
27293,38937
27294,38937
27295,46661
27298,39963
27299,40804
27301,58656
27302,54934
27305,43292
27306,35139
27310,109237
27311,34977
27312,66181
27313,56994
27314,57984
27315,32250
27316,41118
27317,42278
27320,41192
27323,41192
27325,31857
27326,32364
27330,44701
27331,44701
27332,54298
27340,
27341,43644
27342,49036
27343,46195
27344,37046
27349,51756
27350,45175
27351,38937
27355,43945
27356,25816
27357,59950
27358,90118
27359,41424
27360,41820
27361,41820
27370,49676
27371,38644
27373,40142
27374,46661
27375,41192
27376,54215
27377,57519
27379,31316
27401,29692
27402,29692
27403,41670
27404,58673
27405,30847
27406,38560
27407,44337
27408,58673
27409,39813
27410,59679
27411,29692
27412,41670
27413,41670
27415,30847
27416,38560
27417,44337
27419,39813
27420,29692
27425,39813
27427,44337
27429,58673
27435,29692
27438,58673
27455,67903
27495,44337
27497,44337
27498,29692
27499,29692
27501,52464
27502,97145
27503,77257
27504,43442
27505,46740
27506,42963
27507,47661
27508,35052
27509,40226
27510,46871
27511,70491
27512,70491
27513,86359
27514,62650
27515,62650
27516,77336
27517,84900
27518,102833
27519,123816
27520,58942
27521,44855
27522,57695
27523,83542
27524,47649
27525,48161
27526,70890
27527,80569
27528,58942
27529,61453
27530,36046
27531,
27532,36046
27533,36046
27534,46807
27536,22263
27537,38844
27539,92467
27540,94459
27541,56167
27542,38414
27543,70890
27544,35583
27545,57771
27546,42963
27549,39629
27551,40288
27552,42963
27553,30167
27555,27500
27556,
27557,41845
27559,63750
27560,89973
27562,60931
27563,31663
27565,42776
27568,40234
27569,41795
27570,31663
27571,84155
27572,66559
27573,27948
27574,44777
27576,37055
27577,41438
27581,58690
27582,34375
27583,51982
27584,38844
27586,40288
27587,83222
27588,83222
27589,33469
27591,55914
27592,56645
27593,41438
27594,31663
27596,61104
27597,50791
27599,62650
27601,27874
27602,27874
27603,57264
27604,51774
27605,53125
27606,48231
27607,69766
27608,96217
27609,55575
27610,46847
27611,27874
27612,72910
27613,82982
27614,98227
27615,78750
27616,61978
27617,81049
27619,55575
27620,46847
27621,48231
27622,72910
27623,89973
27624,78750
27625,51774
27626,27874
27627,48231
27628,96217
27629,51774
27634,27874
27635,51774
27636,69766
27640,51774
27650,69766
27656,72910
27658,61978
27661,61978
27668,55575
27675,81049
27676,81049
27690,72910
27695,69766
27697,46847
27698,27874
27699,27874
27701,31094
27702,31094
27703,57412
27704,43952
27705,48994
27706,31094
27707,46835
27708,48994
27709,95882
27710,48994
27711,70453
27712,78378
27713,70453
27715,48994
27717,46835
27722,78378
27801,29253
27802,29253
27803,44435
27804,43567
27805,40093
27806,41394
27807,40930
27808,39712
27809,38778
27810,40966
27811,33603
27812,27363
27813,32132
27814,46047
27815,29253
27816,40779
27817,43750
27818,24145
27819,25500
27820,38421
27821,14387
27822,46474
27823,29969
27824,39136
27825,17292
27826,32098
27827,
27828,37702
27829,38977
27830,40511
27831,28578
27832,29542
27833,33603
27834,33603
27835,43603
27836,43603
27837,64526
27839,30534
27840,25298
27841,
27842,59844
27843,27697
27844,22019
27845,35357
27846,40583
27847,21915
27849,33125
27850,40260
27851,45163
27852,43493
27853,45052
27855,33578
27856,47975
27857,30849
27858,43603
27860,37393
27861,18958
27862,38487
27863,52899
27864,35708
27865,58173
27866,38173
27867,19150
27868,47975
27869,22391
27870,34455
27871,37586
27872,30250
27873,43750
27874,34429
27875,
27876,28387
27877,38487
27878,24469
27879,41000
27880,62339
27881,46250
27882,35642
27883,44506
27884,47279
27885,31686
27886,34021
27887,30534
27888,32955
27889,38724
27890,25556
27891,42821
27892,35647
27893,32178
27894,32178
27895,32178
27896,57924
27897,19150
27906,45757
27907,45757
27909,45757
27910,34681
27915,40326
27916,54479
27917,29602
27919,71250
27920,38807
27921,59385
27922,39688
27923,42697
27924,30710
27925,32654
27926,54034
27927,60250
27928,34681
27929,69224
27930,45058
27932,39213
27935,61694
27936,57813
27937,55761
27938,43500
27939,51094
27941,57377
27942,42768
27943,77830
27944,45058
27946,50293
27947,47826
27948,52616
27949,66944
27950,54706
27953,40223
27954,54343
27956,104167
27957,41465
27958,80061
27959,56490
27960,62853
27962,30625
27964,54679
27965,34327
27966,56598
27967,24531
27968,47917
27969,61694
27970,33553
27972,
27973,43250
27974,38382
27976,73269
27978,44000
27979,48641
27980,43149
27981,42188
27982,35660
27983,28777
27985,32000
27986,24567
28001,41947
28002,41947
28006,36250
28007,30350
28009,30114
28010,40877
28012,56818
28016,35790
28017,
28018,31867
28019,
28020,42111
28021,44375
28023,50151
28024,
28025,51039
28026,51039
28027,65074
28031,86888
28032,51318
28033,44651
28034,42097
28035,104157
28036,104157
28037,72283
28038,38868
28039,18929
28040,37234
28041,49761
28042,32272
28043,31859
28052,33663
28053,33663
28054,39639
28055,39639
28056,59237
28070,90393
28071,43750
28072,54293
28073,38868
28074,40744
28075,86342
28076,
28077,22708
28078,90393
28079,73766
28080,53750
28081,45998
28082,45998
28083,41169
28086,38685
28088,48065
28089,55500
28090,32272
28091,36731
28092,41933
28093,41933
28097,52371
28098,48044
28101,46250
28102,31875
28103,49273
28104,94768
28105,70183
28106,70183
28107,56969
28108,48500
28109,26875
28110,52376
28111,48483
28112,48483
28114,37437
28115,57417
28117,80126
28119,25795
28120,50543
28123,80126
28124,54531
28125,55297
28126,41171
28127,44831
28128,39833
28129,48000
28130,55471
28133,44485
28134,56698
28135,41949
28136,36932
28137,46500
28138,44879
28139,40744
28144,35154
28145,35154
28146,49761
28147,43865
28150,36932
28151,36932
28152,41751
28159,36712
28160,30572
28163,50979
28164,53532
